transaction_id,customer_id,product_id,transaction_date,price,quantity,units_sold,total_price,cgst,sgst,tax,campaign_applied,mode_of_payment
T00003,C0131,P0048,2025-05-07,200.98,1,1,200.98,18.088199999999997,18.088199999999997,36.176399999999994,True,Cash
T00003,C0131,P0048,2025-05-07,423.69,1,1,423.69,38.1321,38.1321,76.2642,True,Credit Card
T00003,C0131,P0048,2025-05-07,166.52,1,1,166.52,14.9868,14.9868,29.9736,True,Credit Card
T00003,C0131,P0048,2025-05-07,203.2,1,1,203.2,18.287999999999997,18.287999999999997,36.57599999999999,True,Cash
T00003,C0131,P0048,2025-05-07,449.98,1,1,449.98,40.4982,40.4982,80.9964,True,Cash
T00004,C0064,P0018,2024-10-04,33.31,1,1,33.31,2.9979,2.9979,5.9958,True,Credit Card
T00004,C0064,P0018,2024-10-04,208.44,1,1,208.44,18.7596,18.7596,37.5192,True,Cash
T00004,C0064,P0018,2024-10-04,148.71,1,1,148.71,13.3839,13.3839,26.7678,True,UPI
T00004,C0064,P0018,2024-10-04,371.21,1,1,371.21,33.408899999999996,33.408899999999996,66.81779999999999,True,Cash
T00004,C0064,P0018,2024-10-04,287.28,1,1,287.28,25.855199999999996,25.855199999999996,51.71039999999999,True,Credit Card
T00004,C0064,P0018,2024-10-04,41.84,1,1,41.84,3.7656,3.7656,7.5312,True,Net Banking
T00004,C0064,P0018,2024-10-04,414.66,1,1,414.66,37.3194,37.3194,74.6388,True,Net Banking
T00004,C0064,P0018,2024-10-04,431.27,1,1,431.27,38.814299999999996,38.814299999999996,77.62859999999999,True,UPI
T00004,C0064,P0018,2024-10-04,145.1,1,1,145.1,13.059,13.059,26.118,True,Credit Card
T00004,C0064,P0018,2024-10-04,477.29,1,1,477.29,42.9561,42.9561,85.9122,True,Credit Card
T00004,C0064,P0018,2024-10-04,353.36,1,1,353.36,31.8024,31.8024,63.6048,True,UPI
T00004,C0064,P0018,2024-10-04,26.92,1,1,26.92,2.4228,2.4228,4.8456,True,UPI
T00005,C0134,P0077,2025-02-25,377.59,5,5,1887.9499999999998,169.91549999999998,169.91549999999998,339.83099999999996,True,Credit Card
T00005,C0134,P0077,2025-02-25,371.52,5,5,1857.6,167.184,167.184,334.368,True,UPI
T00005,C0134,P0077,2025-02-25,321.03,5,5,1605.1499999999999,144.46349999999998,144.46349999999998,288.92699999999996,True,Credit Card
T00005,C0134,P0077,2025-02-25,91.22,5,5,456.1,41.049,41.049,82.098,True,UPI
T00005,C0134,P0077,2025-02-25,323.36,5,5,1616.8000000000002,145.512,145.512,291.024,True,Net Banking
T00005,C0134,P0077,2025-02-25,159.91,5,5,799.55,71.95949999999999,71.95949999999999,143.91899999999998,True,Net Banking
T00005,C0134,P0077,2025-02-25,438.43,5,5,2192.15,197.2935,197.2935,394.587,True,Net Banking
T00005,C0134,P0077,2025-02-25,330.34,5,5,1651.6999999999998,148.653,148.653,297.306,True,Credit Card
T00005,C0134,P0077,2025-02-25,430.49,5,5,2152.45,193.7205,193.7205,387.441,True,Debit Card
T00005,C0134,P0077,2025-02-25,409.37,5,5,2046.85,184.2165,184.2165,368.433,True,Cash
T00005,C0134,P0077,2025-02-25,393.08,5,5,1965.3999999999999,176.88599999999997,176.88599999999997,353.77199999999993,True,Credit Card
T00006,C0154,P0001,2025-05-03,460.5,1,1,460.5,41.445,41.445,82.89,False,Debit Card
T00006,C0154,P0001,2025-05-03,110.71,1,1,110.71,9.963899999999999,9.963899999999999,19.927799999999998,False,Cash
T00006,C0154,P0001,2025-05-03,434.13,1,1,434.13,39.0717,39.0717,78.1434,False,Debit Card
T00006,C0154,P0001,2025-05-03,31.55,1,1,31.55,2.8395,2.8395,5.679,False,Credit Card
T00006,C0154,P0001,2025-05-03,482.61,1,1,482.61,43.4349,43.4349,86.8698,False,Cash
T00006,C0154,P0001,2025-05-03,297.5,1,1,297.5,26.775,26.775,53.55,False,Cash
T00006,C0154,P0001,2025-05-03,144.88,1,1,144.88,13.0392,13.0392,26.0784,False,Net Banking
T00006,C0154,P0001,2025-05-03,449.26,1,1,449.26,40.4334,40.4334,80.8668,False,Credit Card
T00006,C0154,P0001,2025-05-03,260.94,1,1,260.94,23.4846,23.4846,46.9692,False,Cash
T00006,C0154,P0001,2025-05-03,255.65,1,1,255.65,23.008499999999998,23.008499999999998,46.016999999999996,False,Net Banking
T00006,C0154,P0001,2025-05-03,246.93,1,1,246.93,22.2237,22.2237,44.4474,False,Credit Card
T00007,C0032,P0053,2025-06-04,78.79,3,3,236.37,21.2733,21.2733,42.5466,False,Net Banking
T00007,C0032,P0053,2025-06-04,197.96,3,3,593.88,53.4492,53.4492,106.8984,False,Debit Card
T00007,C0032,P0053,2025-06-04,374.95,3,3,1124.85,101.23649999999999,101.23649999999999,202.47299999999998,False,Net Banking
T00007,C0032,P0053,2025-06-04,258.85,3,3,776.5500000000001,69.8895,69.8895,139.779,False,Cash
T00007,C0032,P0053,2025-06-04,168.42,3,3,505.26,45.4734,45.4734,90.9468,False,Debit Card
T00007,C0032,P0053,2025-06-04,106.46,3,3,319.38,28.7442,28.7442,57.4884,False,Debit Card
T00007,C0032,P0053,2025-06-04,420.42,3,3,1261.26,113.51339999999999,113.51339999999999,227.02679999999998,False,Cash
T00007,C0032,P0053,2025-06-04,211.75,3,3,635.25,57.1725,57.1725,114.345,False,Net Banking
T00007,C0032,P0053,2025-06-04,488.31,3,3,1464.93,131.8437,131.8437,263.6874,False,Credit Card
T00007,C0032,P0053,2025-06-04,18.64,3,3,55.92,5.0328,5.0328,10.0656,False,Credit Card
T00007,C0032,P0053,2025-06-04,11.31,3,3,33.93,3.0537,3.0537,6.1074,False,Credit Card
T00007,C0032,P0053,2025-06-04,395.04,3,3,1185.1200000000001,106.66080000000001,106.66080000000001,213.32160000000002,False,Cash
T00008,C0143,P0060,2025-01-11,172.38,5,5,861.9,77.571,77.571,155.142,False,Cash
T00008,C0143,P0060,2025-01-11,465.71,5,5,2328.5499999999997,209.56949999999998,209.56949999999998,419.13899999999995,False,Debit Card
T00008,C0143,P0060,2025-01-11,59.51,5,5,297.55,26.7795,26.7795,53.559,False,Debit Card
T00008,C0143,P0060,2025-01-11,28.46,5,5,142.3,12.807,12.807,25.614,False,Debit Card
T00008,C0143,P0060,2025-01-11,458.13,5,5,2290.65,206.1585,206.1585,412.317,False,UPI
T00008,C0143,P0060,2025-01-11,295.1,5,5,1475.5,132.795,132.795,265.59,False,Credit Card
T00008,C0143,P0060,2025-01-11,381.05,5,5,1905.25,171.4725,171.4725,342.945,False,Credit Card
T00008,C0143,P0060,2025-01-11,70.6,5,5,353.0,31.77,31.77,63.54,False,UPI
T00008,C0143,P0060,2025-01-11,183.22,5,5,916.1,82.449,82.449,164.898,False,UPI
T00008,C0143,P0060,2025-01-11,344.38,5,5,1721.9,154.971,154.971,309.942,False,Net Banking
T00008,C0143,P0060,2025-01-11,475.03,5,5,2375.1499999999996,213.76349999999996,213.76349999999996,427.52699999999993,False,Debit Card
T00008,C0143,P0060,2025-01-11,475.19,5,5,2375.95,213.83549999999997,213.83549999999997,427.67099999999994,False,Debit Card
T00008,C0143,P0060,2025-01-11,91.4,5,5,457.0,41.129999999999995,41.129999999999995,82.25999999999999,False,Cash
T00008,C0143,P0060,2025-01-11,305.92,5,5,1529.6000000000001,137.66400000000002,137.66400000000002,275.32800000000003,False,Debit Card
T00008,C0143,P0060,2025-01-11,496.53,5,5,2482.6499999999996,223.43849999999995,223.43849999999995,446.8769999999999,False,Debit Card
T00009,C0005,P0028,2024-11-26,11.39,2,2,22.78,2.0502000000000002,2.0502000000000002,4.1004000000000005,True,UPI
T00009,C0005,P0028,2024-11-26,281.67,2,2,563.34,50.7006,50.7006,101.4012,True,Credit Card
T00009,C0005,P0028,2024-11-26,451.85,2,2,903.7,81.333,81.333,162.666,True,Cash
T00009,C0005,P0028,2024-11-26,83.26,2,2,166.52,14.9868,14.9868,29.9736,True,Net Banking
T00009,C0005,P0028,2024-11-26,482.71,2,2,965.42,86.8878,86.8878,173.7756,True,Cash
T00009,C0005,P0028,2024-11-26,476.19,2,2,952.38,85.71419999999999,85.71419999999999,171.42839999999998,True,Credit Card
T00009,C0005,P0028,2024-11-26,215.26,2,2,430.52,38.7468,38.7468,77.4936,True,Cash
T00009,C0005,P0028,2024-11-26,470.45,2,2,940.9,84.681,84.681,169.362,True,Net Banking
T00009,C0005,P0028,2024-11-26,290.48,2,2,580.96,52.2864,52.2864,104.5728,True,Debit Card
T00009,C0005,P0028,2024-11-26,223.22,2,2,446.44,40.1796,40.1796,80.3592,True,Net Banking
T00009,C0005,P0028,2024-11-26,291.02,2,2,582.04,52.383599999999994,52.383599999999994,104.76719999999999,True,Debit Card
T00009,C0005,P0028,2024-11-26,405.05,2,2,810.1,72.909,72.909,145.818,True,Net Banking
T00009,C0005,P0028,2024-11-26,250.45,2,2,500.9,45.080999999999996,45.080999999999996,90.16199999999999,True,Cash
T00010,C0004,P0013,2025-02-24,273.15,5,5,1365.75,122.91749999999999,122.91749999999999,245.83499999999998,True,Net Banking
T00010,C0004,P0013,2025-02-24,274.8,5,5,1374.0,123.66,123.66,247.32,True,Cash
T00010,C0004,P0013,2025-02-24,353.03,5,5,1765.1499999999999,158.8635,158.8635,317.727,True,UPI
T00010,C0004,P0013,2025-02-24,345.81,5,5,1729.05,155.6145,155.6145,311.229,True,Net Banking
T00011,C0127,P0069,2025-01-23,422.46,3,3,1267.3799999999999,114.06419999999999,114.06419999999999,228.12839999999997,True,Credit Card
T00011,C0127,P0069,2025-01-23,269.74,3,3,809.22,72.8298,72.8298,145.6596,True,Net Banking
T00011,C0127,P0069,2025-01-23,131.48,3,3,394.43999999999994,35.499599999999994,35.499599999999994,70.99919999999999,True,Credit Card
T00011,C0127,P0069,2025-01-23,148.16,3,3,444.48,40.0032,40.0032,80.0064,True,UPI
T00011,C0127,P0069,2025-01-23,403.78,3,3,1211.34,109.02059999999999,109.02059999999999,218.04119999999998,True,Credit Card
T00011,C0127,P0069,2025-01-23,129.13,3,3,387.39,34.8651,34.8651,69.7302,True,Cash
T00011,C0127,P0069,2025-01-23,248.0,3,3,744.0,66.96,66.96,133.92,True,Credit Card
T00011,C0127,P0069,2025-01-23,128.81,3,3,386.43,34.7787,34.7787,69.5574,True,Cash
T00011,C0127,P0069,2025-01-23,176.2,3,3,528.5999999999999,47.57399999999999,47.57399999999999,95.14799999999998,True,Cash
T00011,C0127,P0069,2025-01-23,270.91,3,3,812.73,73.1457,73.1457,146.2914,True,Credit Card
T00011,C0127,P0069,2025-01-23,465.5,3,3,1396.5,125.685,125.685,251.37,True,Debit Card
T00011,C0127,P0069,2025-01-23,304.32,3,3,912.96,82.1664,82.1664,164.3328,True,Net Banking
T00011,C0127,P0069,2025-01-23,325.39,3,3,976.17,87.8553,87.8553,175.7106,True,Debit Card
T00012,C0026,P0068,2025-04-05,224.78,5,5,1123.9,101.15100000000001,101.15100000000001,202.30200000000002,False,Debit Card
T00012,C0026,P0068,2025-04-05,376.41,5,5,1882.0500000000002,169.3845,169.3845,338.769,False,Net Banking
T00012,C0026,P0068,2025-04-05,346.59,5,5,1732.9499999999998,155.9655,155.9655,311.931,False,Cash
T00012,C0026,P0068,2025-04-05,421.35,5,5,2106.75,189.6075,189.6075,379.215,False,UPI
T00012,C0026,P0068,2025-04-05,491.54,5,5,2457.7000000000003,221.193,221.193,442.386,False,Debit Card
T00012,C0026,P0068,2025-04-05,233.85,5,5,1169.25,105.2325,105.2325,210.465,False,Credit Card
T00012,C0026,P0068,2025-04-05,192.81,5,5,964.05,86.7645,86.7645,173.529,False,Credit Card
T00012,C0026,P0068,2025-04-05,422.87,5,5,2114.35,190.29149999999998,190.29149999999998,380.58299999999997,False,Debit Card
T00012,C0026,P0068,2025-04-05,137.86,5,5,689.3000000000001,62.037000000000006,62.037000000000006,124.07400000000001,False,UPI
T00012,C0026,P0068,2025-04-05,209.47,5,5,1047.35,94.26149999999998,94.26149999999998,188.52299999999997,False,Net Banking
T00013,C0149,P0006,2025-06-10,118.85,2,2,237.7,21.392999999999997,21.392999999999997,42.785999999999994,False,UPI
T00013,C0149,P0006,2025-06-10,210.81,2,2,421.62,37.9458,37.9458,75.8916,False,Credit Card
T00013,C0149,P0006,2025-06-10,60.85,2,2,121.7,10.953,10.953,21.906,False,Net Banking
T00013,C0149,P0006,2025-06-10,471.84,2,2,943.68,84.93119999999999,84.93119999999999,169.86239999999998,False,Credit Card
T00013,C0149,P0006,2025-06-10,297.21,2,2,594.42,53.49779999999999,53.49779999999999,106.99559999999998,False,Net Banking
T00013,C0149,P0006,2025-06-10,396.87,2,2,793.74,71.4366,71.4366,142.8732,False,Debit Card
T00013,C0149,P0006,2025-06-10,179.85,2,2,359.7,32.373,32.373,64.746,False,Credit Card
T00013,C0149,P0006,2025-06-10,316.92,2,2,633.84,57.0456,57.0456,114.0912,False,Cash
T00013,C0149,P0006,2025-06-10,229.26,2,2,458.52,41.266799999999996,41.266799999999996,82.53359999999999,False,UPI
T00013,C0149,P0006,2025-06-10,345.15,2,2,690.3,62.126999999999995,62.126999999999995,124.25399999999999,False,Debit Card
T00014,C0083,P0030,2024-11-30,194.1,1,1,194.1,17.468999999999998,17.468999999999998,34.937999999999995,True,Cash
T00014,C0083,P0030,2024-11-30,439.76,1,1,439.76,39.578399999999995,39.578399999999995,79.15679999999999,True,UPI
T00014,C0083,P0030,2024-11-30,488.67,1,1,488.67,43.9803,43.9803,87.9606,True,Cash
T00014,C0083,P0030,2024-11-30,10.02,1,1,10.02,0.9017999999999999,0.9017999999999999,1.8035999999999999,True,Debit Card
T00014,C0083,P0030,2024-11-30,464.22,1,1,464.22,41.7798,41.7798,83.5596,True,Credit Card
T00014,C0083,P0030,2024-11-30,443.1,1,1,443.1,39.879,39.879,79.758,True,Net Banking
T00014,C0083,P0030,2024-11-30,244.44,1,1,244.44,21.999599999999997,21.999599999999997,43.999199999999995,True,Cash
T00014,C0083,P0030,2024-11-30,100.68,1,1,100.68,9.0612,9.0612,18.1224,True,UPI
T00014,C0083,P0030,2024-11-30,224.58,1,1,224.58,20.2122,20.2122,40.4244,True,Credit Card
T00014,C0083,P0030,2024-11-30,16.94,1,1,16.94,1.5246,1.5246,3.0492,True,Debit Card
T00015,C0097,P0095,2025-03-21,434.53,2,2,869.06,78.21539999999999,78.21539999999999,156.43079999999998,True,Net Banking
T00015,C0097,P0095,2025-03-21,206.32,2,2,412.64,37.1376,37.1376,74.2752,True,Cash
T00015,C0097,P0095,2025-03-21,406.22,2,2,812.44,73.1196,73.1196,146.2392,True,Debit Card
T00015,C0097,P0095,2025-03-21,305.88,2,2,611.76,55.0584,55.0584,110.1168,True,Credit Card
T00015,C0097,P0095,2025-03-21,259.24,2,2,518.48,46.6632,46.6632,93.3264,True,Credit Card
T00015,C0097,P0095,2025-03-21,350.41,2,2,700.82,63.073800000000006,63.073800000000006,126.14760000000001,True,Credit Card
T00015,C0097,P0095,2025-03-21,362.25,2,2,724.5,65.205,65.205,130.41,True,Net Banking
T00015,C0097,P0095,2025-03-21,371.21,2,2,742.42,66.81779999999999,66.81779999999999,133.63559999999998,True,UPI
T00016,C0152,P0046,2024-07-10,159.19,4,4,636.76,57.3084,57.3084,114.6168,False,UPI
T00016,C0152,P0046,2024-07-10,98.58,4,4,394.32,35.4888,35.4888,70.9776,False,Cash
T00016,C0152,P0046,2024-07-10,362.61,4,4,1450.44,130.5396,130.5396,261.0792,False,Credit Card
T00016,C0152,P0046,2024-07-10,240.55,4,4,962.2,86.598,86.598,173.196,False,Net Banking
T00016,C0152,P0046,2024-07-10,483.32,4,4,1933.28,173.99519999999998,173.99519999999998,347.99039999999997,False,UPI
T00016,C0152,P0046,2024-07-10,475.78,4,4,1903.12,171.28079999999997,171.28079999999997,342.56159999999994,False,Cash
T00016,C0152,P0046,2024-07-10,106.46,4,4,425.84,38.325599999999994,38.325599999999994,76.65119999999999,False,Cash
T00017,C0179,P0022,2025-01-10,278.61,4,4,1114.44,100.2996,100.2996,200.5992,False,Net Banking
T00017,C0179,P0022,2025-01-10,50.98,4,4,203.92,18.3528,18.3528,36.7056,False,Net Banking
T00017,C0179,P0022,2025-01-10,135.07,4,4,540.28,48.62519999999999,48.62519999999999,97.25039999999998,False,Credit Card
T00017,C0179,P0022,2025-01-10,416.15,4,4,1664.6,149.814,149.814,299.628,False,Credit Card
T00017,C0179,P0022,2025-01-10,217.78,4,4,871.12,78.4008,78.4008,156.8016,False,Debit Card
T00017,C0179,P0022,2025-01-10,62.49,4,4,249.96,22.4964,22.4964,44.9928,False,Cash
T00017,C0179,P0022,2025-01-10,496.74,4,4,1986.96,178.8264,178.8264,357.6528,False,Debit Card
T00017,C0179,P0022,2025-01-10,470.42,4,4,1881.68,169.3512,169.3512,338.7024,False,Credit Card
T00017,C0179,P0022,2025-01-10,279.54,4,4,1118.16,100.6344,100.6344,201.2688,False,UPI
T00017,C0179,P0022,2025-01-10,386.22,4,4,1544.88,139.0392,139.0392,278.0784,False,Credit Card
T00017,C0179,P0022,2025-01-10,458.22,4,4,1832.88,164.9592,164.9592,329.9184,False,Debit Card
T00017,C0179,P0022,2025-01-10,144.12,4,4,576.48,51.8832,51.8832,103.7664,False,Cash
T00017,C0179,P0022,2025-01-10,284.36,4,4,1137.44,102.3696,102.3696,204.7392,False,Cash
T00017,C0179,P0022,2025-01-10,14.38,4,4,57.52,5.1768,5.1768,10.3536,False,Debit Card
T00018,C0135,P0015,2025-01-24,298.29,3,3,894.8700000000001,80.5383,80.5383,161.0766,True,UPI
T00018,C0135,P0015,2025-01-24,109.33,3,3,327.99,29.519099999999998,29.519099999999998,59.038199999999996,True,Cash
T00018,C0135,P0015,2025-01-24,74.72,3,3,224.16,20.1744,20.1744,40.3488,True,Net Banking
T00018,C0135,P0015,2025-01-24,388.16,3,3,1164.48,104.8032,104.8032,209.6064,True,Net Banking
T00018,C0135,P0015,2025-01-24,132.74,3,3,398.22,35.839800000000004,35.839800000000004,71.67960000000001,True,Debit Card
T00018,C0135,P0015,2025-01-24,343.14,3,3,1029.42,92.6478,92.6478,185.2956,True,Cash
T00019,C0138,P0039,2024-09-13,257.73,4,4,1030.92,92.78280000000001,92.78280000000001,185.56560000000002,True,Net Banking
T00019,C0138,P0039,2024-09-13,365.21,4,4,1460.84,131.4756,131.4756,262.9512,True,Credit Card
T00019,C0138,P0039,2024-09-13,325.5,4,4,1302.0,117.17999999999999,117.17999999999999,234.35999999999999,True,UPI
T00020,C0009,P0095,2025-06-09,434.53,1,1,434.53,39.107699999999994,39.107699999999994,78.21539999999999,True,Debit Card
T00020,C0009,P0095,2025-06-09,206.32,1,1,206.32,18.5688,18.5688,37.1376,True,UPI
T00020,C0009,P0095,2025-06-09,406.22,1,1,406.22,36.5598,36.5598,73.1196,True,Credit Card
T00020,C0009,P0095,2025-06-09,305.88,1,1,305.88,27.5292,27.5292,55.0584,True,Debit Card
T00020,C0009,P0095,2025-06-09,259.24,1,1,259.24,23.3316,23.3316,46.6632,True,Cash
T00020,C0009,P0095,2025-06-09,350.41,1,1,350.41,31.536900000000003,31.536900000000003,63.073800000000006,True,Cash
T00020,C0009,P0095,2025-06-09,362.25,1,1,362.25,32.6025,32.6025,65.205,True,Cash
T00020,C0009,P0095,2025-06-09,371.21,1,1,371.21,33.408899999999996,33.408899999999996,66.81779999999999,True,Net Banking
T00021,C0156,P0027,2024-08-28,407.39,1,1,407.39,36.665099999999995,36.665099999999995,73.33019999999999,False,Debit Card
T00021,C0156,P0027,2024-08-28,165.02,1,1,165.02,14.8518,14.8518,29.7036,False,Net Banking
T00021,C0156,P0027,2024-08-28,175.02,1,1,175.02,15.751800000000001,15.751800000000001,31.503600000000002,False,Cash
T00021,C0156,P0027,2024-08-28,410.77,1,1,410.77,36.9693,36.9693,73.9386,False,UPI
T00021,C0156,P0027,2024-08-28,280.56,1,1,280.56,25.2504,25.2504,50.5008,False,Cash
T00021,C0156,P0027,2024-08-28,43.31,1,1,43.31,3.8979,3.8979,7.7958,False,UPI
T00021,C0156,P0027,2024-08-28,33.02,1,1,33.02,2.9718,2.9718,5.9436,False,Cash
T00021,C0156,P0027,2024-08-28,433.9,1,1,433.9,39.050999999999995,39.050999999999995,78.10199999999999,False,Cash
T00021,C0156,P0027,2024-08-28,294.65,1,1,294.65,26.518499999999996,26.518499999999996,53.03699999999999,False,Credit Card
T00021,C0156,P0027,2024-08-28,448.42,1,1,448.42,40.3578,40.3578,80.7156,False,Cash
T00021,C0156,P0027,2024-08-28,306.44,1,1,306.44,27.5796,27.5796,55.1592,False,Net Banking
T00021,C0156,P0027,2024-08-28,156.21,1,1,156.21,14.0589,14.0589,28.1178,False,Cash
T00021,C0156,P0027,2024-08-28,294.4,1,1,294.4,26.496,26.496,52.992,False,Debit Card
T00021,C0156,P0027,2024-08-28,275.44,1,1,275.44,24.7896,24.7896,49.5792,False,Cash
T00021,C0156,P0027,2024-08-28,136.99,1,1,136.99,12.3291,12.3291,24.6582,False,Cash
T00021,C0156,P0027,2024-08-28,452.19,1,1,452.19,40.6971,40.6971,81.3942,False,Net Banking
T00022,C0166,P0047,2025-06-24,257.98,2,2,515.96,46.4364,46.4364,92.8728,False,Net Banking
T00022,C0166,P0047,2025-06-24,54.78,2,2,109.56,9.8604,9.8604,19.7208,False,Cash
T00022,C0166,P0047,2025-06-24,405.81,2,2,811.62,73.0458,73.0458,146.0916,False,Cash
T00022,C0166,P0047,2025-06-24,428.77,2,2,857.54,77.17859999999999,77.17859999999999,154.35719999999998,False,Cash
T00022,C0166,P0047,2025-06-24,36.04,2,2,72.08,6.4872,6.4872,12.9744,False,Credit Card
T00022,C0166,P0047,2025-06-24,379.19,2,2,758.38,68.2542,68.2542,136.5084,False,Debit Card
T00022,C0166,P0047,2025-06-24,329.39,2,2,658.78,59.2902,59.2902,118.5804,False,UPI
T00022,C0166,P0047,2025-06-24,133.45,2,2,266.9,24.020999999999997,24.020999999999997,48.041999999999994,False,Credit Card
T00022,C0166,P0047,2025-06-24,19.46,2,2,38.92,3.5028,3.5028,7.0056,False,Net Banking
T00022,C0166,P0047,2025-06-24,359.67,2,2,719.34,64.7406,64.7406,129.4812,False,UPI
T00022,C0166,P0047,2025-06-24,415.71,2,2,831.42,74.8278,74.8278,149.6556,False,Cash
T00022,C0166,P0047,2025-06-24,424.38,2,2,848.76,76.38839999999999,76.38839999999999,152.77679999999998,False,UPI
T00022,C0166,P0047,2025-06-24,486.49,2,2,972.98,87.5682,87.5682,175.1364,False,Net Banking
T00023,C0029,P0046,2024-10-02,159.19,1,1,159.19,14.3271,14.3271,28.6542,False,Cash
T00023,C0029,P0046,2024-10-02,98.58,1,1,98.58,8.8722,8.8722,17.7444,False,Credit Card
T00023,C0029,P0046,2024-10-02,362.61,1,1,362.61,32.6349,32.6349,65.2698,False,Debit Card
T00023,C0029,P0046,2024-10-02,240.55,1,1,240.55,21.6495,21.6495,43.299,False,UPI
T00023,C0029,P0046,2024-10-02,483.32,1,1,483.32,43.498799999999996,43.498799999999996,86.99759999999999,False,Debit Card
T00023,C0029,P0046,2024-10-02,475.78,1,1,475.78,42.82019999999999,42.82019999999999,85.64039999999999,False,Credit Card
T00023,C0029,P0046,2024-10-02,106.46,1,1,106.46,9.581399999999999,9.581399999999999,19.162799999999997,False,UPI
T00024,C0199,P0007,2024-11-07,363.63,2,2,727.26,65.4534,65.4534,130.9068,False,Net Banking
T00024,C0199,P0007,2024-11-07,420.73,2,2,841.46,75.7314,75.7314,151.4628,False,Cash
T00024,C0199,P0007,2024-11-07,265.18,2,2,530.36,47.7324,47.7324,95.4648,False,Net Banking
T00024,C0199,P0007,2024-11-07,196.39,2,2,392.78,35.350199999999994,35.350199999999994,70.70039999999999,False,Net Banking
T00024,C0199,P0007,2024-11-07,43.85,2,2,87.7,7.893,7.893,15.786,False,UPI
T00024,C0199,P0007,2024-11-07,167.31,2,2,334.62,30.1158,30.1158,60.2316,False,Cash
